id,Umur,Kelas Pekerja,Berat Akhir,Pendidikan,Jmlh Tahun Pendidikan,Status Perkawinan,Pekerjaan,Jenis Kelamin,Keuntungan Kapital,Kerugian Capital,Jam per Minggu,Gaji
4990,18,Wiraswasta,216540,11th,7,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
4991,37,Wiraswasta,280966,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,50.0,>7jt
4992,65,Wiraswasta,176279,D4,11,Menikah,Servis Lainnya,Laki2,0.0,0.0,35.0,<=7jt
4993,43,Wiraswasta,174748,Sarjana,13,Cerai,Ekesekutif Managerial,Perempuan,104020000.0,0.0,45.0,>7jt
4994,21,Wiraswasta,68358,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,20.0,<=7jt
4995,41,Wiraswasta,127314,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,72492000.0,0.0,40.0,>7jt
4996,47,Wiraswasta,423222,Sekolah Professional,15,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
4997,36,Pekerja Bebas Perusahaan,213008,D3,12,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
4998,34,Wiraswasta,212781,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
4999,54,Pekerja Bebas Perusahaan,175339,Sarjana,13,Menikah,Sales,Laki2,0.0,33810000.0,40.0,>7jt
5000,74,Pekerja Bebas Bukan Perusahan,43599,SMA,9,Janda,Servis Lainnya,Laki2,0.0,0.0,20.0,<=7jt
5001,41,Wiraswasta,289669,SMA,9,Janda,Mesin Inspeksi,Perempuan,0.0,0.0,40.0,<=7jt
5002,67,Pekerja Bebas Perusahaan,76860,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
5003,33,Wiraswasta,162572,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
5004,23,Wiraswasta,182494,7th-8th,4,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
5005,46,Wiraswasta,125492,Sarjana,13,Cerai,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
5006,27,Wiraswasta,225895,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
5007,54,Wiraswasta,155233,Sarjana,13,Belum Pernah Menikah,Pemuka Agama,Perempuan,197176000.0,0.0,40.0,>7jt
5008,60,Wiraswasta,198170,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,>7jt
5009,30,Wiraswasta,29235,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
5010,29,?,188675,Pendidikan Tinggi,10,Cerai,?,Laki2,0.0,0.0,40.0,<=7jt
5011,67,Pekerja Bebas Bukan Perusahan,141085,SMA,9,Cerai,Spesialis,Perempuan,0.0,0.0,20.0,<=7jt
5012,58,Pekerja Bebas Bukan Perusahan,31732,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
5013,58,Wiraswasta,156873,11th,7,Menikah,Penjaga,Laki2,0.0,0.0,35.0,<=7jt
5014,39,Pemerintah Negara,122353,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
5015,54,?,135840,Pendidikan Tinggi,10,Menikah,?,Laki2,0.0,0.0,50.0,<=7jt
5016,48,Wiraswasta,233511,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
5017,23,Wiraswasta,148948,Pendidikan Tinggi,10,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,45.0,<=7jt
5018,21,Wiraswasta,54472,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
5019,36,Pemerintah Provinsi,187089,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
5020,68,Wiraswasta,144056,SMA,9,Menikah,Pemuka Agama,Laki2,53452000.0,0.0,40.0,<=7jt
5021,38,Wiraswasta,39606,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
5022,39,Wiraswasta,238415,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
5023,44,Wiraswasta,107218,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
5024,42,Wiraswasta,192014,9th,5,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,24.0,<=7jt
5025,29,Wiraswasta,319998,9th,5,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5026,54,Wiraswasta,176681,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,20.0,<=7jt
5027,38,Pekerja Bebas Bukan Perusahan,22245,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,<=7jt
5028,37,Wiraswasta,220585,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
5029,45,Pemerintah Provinsi,311671,D4,11,Menikah,Penjaga,Laki2,54712000.0,0.0,40.0,<=7jt
5030,37,Pemerintah Negara,62428,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,15.0,<=7jt
5031,43,Pemerintah Lokal,85440,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,45.0,>7jt
5032,37,Pemerintah Provinsi,40955,Pendidikan Tinggi,10,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
5033,21,Wiraswasta,162667,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5034,25,Pemerintah Lokal,187792,Pendidikan Tinggi,10,Cerai,Penjaga,Perempuan,0.0,0.0,40.0,<=7jt
5035,53,Wiraswasta,48641,12th,8,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
5036,50,Wiraswasta,141592,10th,6,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5037,26,Wiraswasta,158846,Sarjana,13,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,44.0,<=7jt
5038,23,Wiraswasta,549349,Pendidikan Tinggi,10,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
5039,37,Wiraswasta,108140,Master,14,Menikah,Ekesekutif Managerial,Laki2,210336000.0,0.0,45.0,>7jt
5040,17,?,275778,9th,5,Belum Pernah Menikah,?,Perempuan,0.0,0.0,25.0,<=7jt
5041,43,Pemerintah Provinsi,145175,Sarjana,13,Menikah,Pemuka Agama,Laki2,0.0,0.0,42.0,>7jt
5042,59,?,179078,SMA,9,Janda,?,Perempuan,0.0,0.0,40.0,<=7jt
5043,51,Wiraswasta,175122,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5044,37,Wiraswasta,123361,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,50.0,>7jt
5045,20,?,174714,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,20.0,<=7jt
5046,23,?,170456,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,5.0,<=7jt
5047,19,Wiraswasta,255176,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
5048,40,Wiraswasta,198452,11th,7,Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
5049,34,Wiraswasta,113543,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
5050,50,Wiraswasta,27432,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,30.0,<=7jt
5051,33,Wiraswasta,207937,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,15288000.0,40.0,<=7jt
5052,28,Wiraswasta,194200,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,70.0,<=7jt
5053,50,Pekerja Bebas Perusahaan,181498,SMA,9,Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
5054,28,Wiraswasta,146565,SMA,9,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,35.0,<=7jt
5055,36,Pekerja Bebas Bukan Perusahan,172425,Sarjana,13,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,25.0,>7jt
5056,29,Wiraswasta,124953,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,50.0,<=7jt
5057,31,Wiraswasta,190772,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,22260000.0,35.0,<=7jt
5058,39,Pekerja Bebas Bukan Perusahan,34378,SMA,9,Menikah,Petani,Laki2,0.0,0.0,50.0,<=7jt
5059,57,Wiraswasta,132145,5th-6th,3,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5060,21,Wiraswasta,151158,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,25.0,<=7jt
5061,27,Wiraswasta,335878,D3,12,Menikah,Supir,Laki2,0.0,0.0,45.0,<=7jt
5062,31,Pekerja Bebas Bukan Perusahan,119411,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,50.0,<=7jt
5063,46,Wiraswasta,251474,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
5064,37,Wiraswasta,149898,SMA,9,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
5065,60,Pekerja Bebas Bukan Perusahan,73091,SMA,9,Berpisah,Servis Lainnya,Laki2,0.0,26264000.0,50.0,<=7jt
5066,21,Wiraswasta,50411,SMA,9,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
5067,30,Wiraswasta,103649,Sarjana,13,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
5068,43,Wiraswasta,104660,Sarjana,13,Berpisah,Spesialis,Laki2,0.0,0.0,45.0,<=7jt
5069,53,Wiraswasta,196278,Pendidikan Tinggi,10,Janda,Sales,Perempuan,0.0,0.0,40.0,<=7jt
5070,24,Wiraswasta,138152,9th,5,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,58.0,<=7jt
5071,41,Wiraswasta,143003,Master,14,Menikah,Tech-support,Laki2,0.0,26418000.0,45.0,>7jt
5072,35,Wiraswasta,54317,SMA,9,Menikah,Petani,Laki2,0.0,23408000.0,50.0,<=7jt
5073,52,?,248113,SD,1,Menikah LDR,?,Laki2,0.0,0.0,40.0,<=7jt
5074,48,Wiraswasta,164954,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,42.0,<=7jt
5075,38,Pemerintah Lokal,200153,D3,12,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
5076,28,Wiraswasta,278736,Pendidikan Tinggi,10,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
5077,27,Pemerintah Negara,41115,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5078,45,Pemerintah Negara,101299,Doktor,16,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
5079,53,Pemerintah Lokal,231166,SMA,9,Berpisah,Supir,Laki2,0.0,0.0,40.0,<=7jt
5080,47,Wiraswasta,155509,SMA,9,Berpisah,Servis Lainnya,Perempuan,0.0,0.0,35.0,<=7jt
5081,40,Wiraswasta,273425,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
5082,33,Wiraswasta,149902,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
5083,35,Wiraswasta,125933,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,>7jt
5084,47,Wiraswasta,199058,Sarjana,13,Menikah,Spesialis,Laki2,0.0,0.0,60.0,>7jt
5085,19,Pekerja Bebas Perusahaan,170125,SMA,9,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
5086,45,Wiraswasta,168038,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,32.0,<=7jt
5087,63,Pekerja Bebas Bukan Perusahan,196994,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,15.0,<=7jt
5088,51,Wiraswasta,237295,Pendidikan Tinggi,10,Cerai,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
5089,48,Pekerja Bebas Perusahaan,81513,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
5090,23,Wiraswasta,44064,Pendidikan Tinggi,10,Berpisah,Servis Lainnya,Laki2,0.0,35826000.0,40.0,>7jt
5091,31,Wiraswasta,208657,Pendidikan Tinggi,10,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5092,39,Wiraswasta,187089,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
5093,43,Wiraswasta,190786,SMA,9,Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,>7jt
5094,27,?,95708,11th,7,Cerai,?,Laki2,0.0,0.0,40.0,<=7jt
5095,38,Wiraswasta,455379,Master,14,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,60.0,>7jt
5096,17,Wiraswasta,333304,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
5097,30,Pekerja Bebas Bukan Perusahan,45427,D4,11,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,49.0,<=7jt
5098,22,Wiraswasta,136230,SMA,9,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
5099,55,Wiraswasta,104996,7th-8th,4,Menikah,Supir,Laki2,0.0,0.0,50.0,<=7jt
5100,24,Pemerintah Provinsi,127185,D3,12,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
5101,51,Wiraswasta,59590,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,0.0,20.0,<=7jt
5102,44,Pekerja Bebas Bukan Perusahan,127482,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,50.0,>7jt
5103,80,Wiraswasta,216073,5th-6th,3,Menikah,Servis Lainnya,Laki2,0.0,0.0,32.0,<=7jt
5104,55,Pemerintah Lokal,61708,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
5105,41,Wiraswasta,113823,Sarjana,13,Cerai,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
5106,33,Pekerja Bebas Perusahaan,49795,Sarjana,13,Belum Pernah Menikah,Spesialis,Laki2,0.0,0.0,45.0,<=7jt
5107,38,Pekerja Bebas Bukan Perusahan,103474,Sarjana,13,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,20.0,<=7jt
5108,54,Pemerintah Lokal,449172,Sarjana,13,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
5109,27,Pemerintah Lokal,198708,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,37.0,<=7jt
5110,25,Wiraswasta,359985,5th-6th,3,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,33.0,<=7jt
5111,43,Wiraswasta,172256,Sarjana,13,Cerai,Sales,Perempuan,0.0,0.0,50.0,<=7jt
5112,42,Pemerintah Provinsi,294431,Master,14,Menikah,Spesialis,Laki2,0.0,0.0,40.0,<=7jt
5113,29,Wiraswasta,119004,SMA,9,Menikah,Pemuka Agama,Perempuan,0.0,30506000.0,40.0,<=7jt
5114,20,?,303121,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,45.0,<=7jt
5115,26,Wiraswasta,102264,Pendidikan Tinggi,10,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5116,31,Pemerintah Lokal,226525,Sarjana,13,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,51.0,<=7jt
5117,23,Wiraswasta,197552,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,35.0,<=7jt
5118,38,Wiraswasta,87556,Sarjana,13,Menikah,Ekesekutif Managerial,Laki2,107632000.0,0.0,55.0,>7jt
5119,64,Wiraswasta,165020,11th,7,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,48.0,<=7jt
5120,25,Wiraswasta,218136,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
5121,19,?,145989,Pendidikan Tinggi,10,Belum Pernah Menikah,?,Laki2,0.0,0.0,45.0,<=7jt
5122,47,Wiraswasta,176893,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,120596000.0,0.0,44.0,>7jt
5123,52,Wiraswasta,94873,SMA,9,Janda,Servis Lainnya,Laki2,0.0,0.0,19.0,<=7jt
5124,37,Pemerintah Provinsi,143547,Sarjana,13,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
5125,49,Wiraswasta,121124,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,50.0,<=7jt
5126,37,Wiraswasta,60313,SMA,9,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5127,68,?,188102,SMA,9,Menikah,?,Laki2,0.0,0.0,8.0,>7jt
5128,63,Pemerintah Lokal,86590,SMA,9,Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,32.0,<=7jt
5129,25,Wiraswasta,189590,Sarjana,13,Belum Pernah Menikah,Tech-support,Laki2,0.0,0.0,40.0,<=7jt
5130,30,Pemerintah Lokal,178383,Pendidikan Tinggi,10,Berpisah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
5131,53,Pemerintah Provinsi,266598,SMA,9,Menikah,Spesialis,Laki2,0.0,0.0,40.0,>7jt
5132,39,Wiraswasta,234901,D3,12,Berpisah,Pemuka Agama,Laki2,0.0,0.0,40.0,<=7jt
5133,52,Wiraswasta,366232,9th,5,Cerai,Perbaikan Kerajinan,Perempuan,0.0,0.0,40.0,<=7jt
5134,66,Wiraswasta,302072,D3,12,Cerai,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5135,31,Wiraswasta,49469,Master,14,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,55.0,>7jt
5136,20,Wiraswasta,187158,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,15.0,<=7jt
5137,31,Wiraswasta,87891,SMA,9,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
5138,58,Pemerintah Lokal,44246,9th,5,Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
5139,45,Wiraswasta,289468,11th,7,Janda,Servis Lainnya,Perempuan,0.0,0.0,40.0,<=7jt
5140,36,Pekerja Bebas Bukan Perusahan,89622,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,80.0,>7jt
5141,52,Wiraswasta,159908,12th,8,Belum Pernah Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,<=7jt
5142,26,Wiraswasta,55860,Master,14,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,<=7jt
5143,21,Wiraswasta,231866,D4,11,Belum Pernah Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5144,52,Wiraswasta,158993,SMA,9,Cerai,Servis Lainnya,Perempuan,0.0,0.0,38.0,<=7jt
5145,24,Wiraswasta,174714,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,45.0,<=7jt
5146,26,Wiraswasta,152035,SMA,9,Belum Pernah Menikah,Ekesekutif Managerial,Perempuan,0.0,0.0,40.0,<=7jt
5147,32,Wiraswasta,94235,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,>7jt
5148,45,Pemerintah Negara,319666,Sekolah Professional,15,Cerai,Spesialis,Perempuan,0.0,0.0,43.0,<=7jt
5149,51,Wiraswasta,154342,Master,14,Menikah,Spesialis,Laki2,107632000.0,0.0,45.0,>7jt
5150,25,Pemerintah Lokal,278404,Sarjana,13,Belum Pernah Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
5151,73,Wiraswasta,105886,Sarjana,13,Menikah,Spesialis,Laki2,16422000.0,0.0,75.0,<=7jt
5152,47,Wiraswasta,573583,SMA,9,Menikah,Supir,Laki2,0.0,0.0,48.0,>7jt
5153,21,Wiraswasta,149224,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,30.0,<=7jt
5154,29,Wiraswasta,151382,SMA,9,Menikah,Supir,Laki2,0.0,0.0,60.0,<=7jt
5155,43,Wiraswasta,216411,1st-4th,2,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,30.0,<=7jt
5156,45,Pekerja Bebas Bukan Perusahan,244194,D3,12,Menikah,Sales,Laki2,72492000.0,0.0,40.0,>7jt
5157,26,Pemerintah Lokal,566066,Sarjana,13,Belum Pernah Menikah,Penjaga,Perempuan,0.0,0.0,40.0,<=7jt
5158,24,Wiraswasta,174907,SMA,9,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
5159,46,Wiraswasta,116143,Sarjana,13,Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
5160,23,Wiraswasta,181796,SMA,9,Menikah,Sales,Laki2,0.0,0.0,50.0,<=7jt
5161,53,Wiraswasta,157069,D3,12,Menikah,Mesin Inspeksi,Laki2,0.0,0.0,40.0,>7jt
5162,29,?,44921,SMA,9,Menikah,?,Perempuan,0.0,0.0,40.0,<=7jt
5163,34,Wiraswasta,45522,SMA,9,Belum Pernah Menikah,Servis Lainnya,Laki2,0.0,0.0,40.0,<=7jt
5164,38,Wiraswasta,131288,D4,11,Belum Pernah Menikah,Petani,Laki2,0.0,0.0,50.0,<=7jt
5165,49,Wiraswasta,123807,SMA,9,Berpisah,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5166,63,Pekerja Bebas Bukan Perusahan,147589,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,30.0,>7jt
5167,26,Pekerja Bebas Perusahaan,316688,Pendidikan Tinggi,10,Belum Pernah Menikah,Sales,Laki2,0.0,0.0,40.0,<=7jt
5168,54,Wiraswasta,123011,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,>7jt
5169,31,Wiraswasta,300497,Pendidikan Tinggi,10,Cerai,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,<=7jt
5170,81,Pekerja Bebas Bukan Perusahan,123959,Sarjana,13,Janda,Spesialis,Perempuan,0.0,23352000.0,3.0,<=7jt
5171,35,Wiraswasta,126569,Master,14,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5172,23,Wiraswasta,255685,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,25.0,<=7jt
5173,38,Wiraswasta,172538,SMA,9,Menikah,Sales,Laki2,0.0,0.0,55.0,<=7jt
5174,36,Wiraswasta,176335,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
5175,33,Wiraswasta,223212,SMA,9,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5176,30,Pemerintah Negara,199539,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,26628000.0,40.0,<=7jt
5177,38,Wiraswasta,304651,SMA,9,Menikah,Pemuka Agama,Laki2,0.0,0.0,45.0,>7jt
5178,47,Pekerja Bebas Perusahaan,54260,Pendidikan Tinggi,10,Menikah,Sales,Laki2,0.0,0.0,45.0,<=7jt
5179,17,Wiraswasta,197732,11th,7,Belum Pernah Menikah,Servis Lainnya,Perempuan,0.0,0.0,12.0,<=7jt
5180,20,Wiraswasta,121023,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,15.0,<=7jt
5181,28,Wiraswasta,23324,Pendidikan Tinggi,10,Belum Pernah Menikah,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
5182,20,Pemerintah Negara,30796,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Perempuan,0.0,0.0,10.0,<=7jt
5183,38,Wiraswasta,213716,D4,11,Cerai,Servis Lainnya,Perempuan,0.0,0.0,30.0,<=7jt
5184,50,Wiraswasta,158948,7th-8th,4,Menikah,Perbaikan Kerajinan,Laki2,47754000.0,0.0,40.0,<=7jt
5185,42,Wiraswasta,385591,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,50.0,>7jt
5186,42,Pekerja Bebas Bukan Perusahan,238188,SMA,9,Menikah,Supir,Laki2,0.0,0.0,96.0,<=7jt
5187,19,Wiraswasta,495982,Pendidikan Tinggi,10,Belum Pernah Menikah,Pemuka Agama,Laki2,0.0,0.0,10.0,<=7jt
5188,51,Wiraswasta,228516,SMA,9,Menikah LDR,Perbaikan Kerajinan,Laki2,0.0,0.0,45.0,<=7jt
5189,39,Pemerintah Lokal,473547,10th,6,Cerai,Pembersih,Laki2,0.0,0.0,40.0,<=7jt
5190,43,Pemerintah Negara,344519,Doktor,16,Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
5191,49,Wiraswasta,44434,Pendidikan Tinggi,10,Cerai,Tech-support,Laki2,0.0,0.0,35.0,<=7jt
5192,66,Wiraswasta,80621,Pendidikan Tinggi,10,Belum Pernah Menikah,Spesialis,Perempuan,0.0,0.0,40.0,>7jt
5193,46,Pekerja Bebas Bukan Perusahan,366089,Sarjana,13,Menikah,Sales,Laki2,0.0,0.0,60.0,>7jt
5194,75,Pekerja Bebas Perusahaan,126225,SMA,9,Menikah,Ekesekutif Managerial,Laki2,0.0,0.0,40.0,>7jt
5195,19,?,93604,SMA,9,Belum Pernah Menikah,?,Laki2,0.0,0.0,20.0,<=7jt
5196,59,Pemerintah Negara,49230,SMA,9,Janda,Pemuka Agama,Perempuan,0.0,0.0,40.0,<=7jt
5197,46,Pekerja Bebas Bukan Perusahan,311231,SMA,9,Menikah,Petani,Laki2,0.0,0.0,40.0,<=7jt
5198,29,Wiraswasta,632593,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5199,53,Pemerintah Provinsi,218382,D3,12,Menikah,Pemuka Agama,Perempuan,0.0,0.0,40.0,>7jt
5200,40,Pemerintah Negara,175304,Pendidikan Tinggi,10,Cerai,Sales,Perempuan,0.0,0.0,40.0,<=7jt
5201,24,Wiraswasta,175254,Pendidikan Tinggi,10,Belum Pernah Menikah,Supir,Laki2,0.0,0.0,40.0,<=7jt
5202,35,Wiraswasta,360799,SMA,9,Menikah,Perbaikan Kerajinan,Laki2,102172000.0,0.0,40.0,>7jt
5203,63,Wiraswasta,318763,Pendidikan Tinggi,10,Cerai,Perbaikan Kerajinan,Laki2,0.0,0.0,22.0,<=7jt
5204,31,Wiraswasta,289731,Pendidikan Tinggi,10,Menikah,Perbaikan Kerajinan,Laki2,0.0,0.0,40.0,<=7jt
5205,23,Wiraswasta,213719,D3,12,Belum Pernah Menikah,Sales,Perempuan,0.0,0.0,36.0,<=7jt
